Beginning of Month Date|End of Month Date|sector_id|Sector|Commercial Property Price Index (CPPI)|CPRI
01/05/2012|01/04/2012|10|Self-Storage|95.27382216|131.22434805
01/05/2012|01/04/2012|11|Strip Center|89.0982814|116.49641247
01/05/2012|01/04/2012|12|Student Housing|117.14468254|151.48387409
01/05/2012|01/04/2012|13|Retail|93.6720781|121.25976572
01/05/2012|01/04/2012|18|Lab Space|107.08349107|137.9019229
01/05/2012|01/04/2012|23|Health Care - Medical Office|104.81015417|136.98706485
01/05/2012|01/04/2012|25|Health Care - Skilled Nursing|104.3486248|154.46854417
01/05/2012|01/04/2012|31|Health Care - Senior Housing (NNN)|96.70532263|128.76281144
01/05/2012|01/04/2012|32|Health Care - Senior Housing (RIDEA)|93.75705458|120.70939567
01/05/2012|01/04/2012|100|GS Universe|93.42598899|120.48668269
01/05/2012|01/04/2012|101|GS Major Sector|89.7155545|114.21246884
01/06/2012|01/05/2012|1|Apartment|102.4544701|131.48333166
01/06/2012|01/05/2012|4|Health Care|102.13137037|136.09724478
01/06/2012|01/05/2012|5|Lodging|84.26061433|111.37606123
01/06/2012|01/05/2012|6|Industrial|84.75546365|109.68990396
01/06/2012|01/05/2012|7|Mall|99.53633616|127.14881405
01/06/2012|01/05/2012|8|Manufactured Home Park|106.17016858|139.92827981
01/06/2012|01/05/2012|9|Office|81.40690251|99.02197793
01/06/2012|01/05/2012|10|Self-Storage|98.64016066|136.53218912
01/06/2012|01/05/2012|11|Strip Center|88.98711676|116.84418161
01/06/2012|01/05/2012|12|Student Housing|118.14708609|153.40931054
01/06/2012|01/05/2012|13|Retail|94.6803096|123.05088524
01/06/2012|01/05/2012|18|Lab Space|108.05234997|139.76904229
01/06/2012|01/05/2012|23|Health Care - Medical Office|105.3644658|138.30333304
01/06/2012|01/05/2012|25|Health Care - Skilled Nursing|104.86649988|156.26205499
01/06/2012|01/05/2012|31|Health Care - Senior Housing (NNN)|97.18526453|130.0370099
01/06/2012|01/05/2012|32|Health Care - Senior Housing (RIDEA)|96.12552116|124.27303121
01/06/2012|01/05/2012|100|GS Universe|94.8348189|122.793136
01/06/2012|01/05/2012|101|GS Major Sector|90.91359356|116.17087461
01/07/2012|01/06/2012|13|Retail|95.06563682|124.04480243
01/07/2012|01/06/2012|31|Health Care - Senior Housing (NNN)|97.18526453|130.67845267
01/07/2012|01/06/2012|32|Health Care - Senior Housing (RIDEA)|96.12552116|124.79665218
01/07/2012|01/06/2012|100|GS Universe|94.96907493|123.46379199
01/07/2012|01/06/2012|101|GS Major Sector|91.02480174|116.75157803
01/07/2012|01/06/2012|1|Apartment|102.4550566|131.98716087
01/07/2012|01/06/2012|4|Health Care|102.13137037|136.74810025
01/07/2012|01/06/2012|5|Lodging|84.26061433|111.86480466
01/07/2012|01/06/2012|6|Industrial|84.80715623|110.23360954
01/07/2012|01/06/2012|7|Mall|99.53357045|127.62617461
01/07/2012|01/06/2012|8|Manufactured Home Park|106.17016858|140.60779308
01/07/2012|01/06/2012|9|Office|81.42379601|99.33180567
01/07/2012|01/06/2012|10|Self-Storage|99.51308637|138.42475988
01/07/2012|01/06/2012|11|Strip Center|89.71390381|118.29307594
01/07/2012|01/06/2012|12|Student Housing|118.10124388|153.9871814
01/07/2012|01/06/2012|18|Lab Space|108.05234997|140.39685365
01/07/2012|01/06/2012|23|Health Care - Medical Office|105.3644658|138.90080116
01/07/2012|01/06/2012|25|Health Care - Skilled Nursing|104.86649988|157.30087211
01/08/2012|01/07/2012|1|Apartment|102.4550566|132.49216515
01/08/2012|01/07/2012|4|Health Care|102.13137037|137.40206829
01/08/2012|01/07/2012|5|Lodging|84.26061433|112.35594659
01/08/2012|01/07/2012|6|Industrial|84.80715623|110.71277837
01/08/2012|01/07/2012|7|Mall|99.53334873|128.10302518
01/08/2012|01/07/2012|8|Manufactured Home Park|106.17016858|141.29060617
01/08/2012|01/07/2012|9|Office|81.48032179|99.69097767
01/08/2012|01/07/2012|10|Self-Storage|99.51308637|139.11196959
01/08/2012|01/07/2012|11|Strip Center|89.71392999|118.79383296
01/08/2012|01/07/2012|12|Student Housing|118.3706149|154.97847217
01/08/2012|01/07/2012|13|Retail|95.06554481|124.53908974
01/08/2012|01/07/2012|18|Lab Space|108.05234997|141.02748499
01/08/2012|01/07/2012|23|Health Care - Medical Office|105.3644658|139.50085033
01/08/2012|01/07/2012|25|Health Care - Skilled Nursing|104.86649988|158.3465952
01/08/2012|01/07/2012|31|Health Care - Senior Housing (NNN)|97.18526453|131.32305953
01/08/2012|01/07/2012|32|Health Care - Senior Housing (RIDEA)|96.12552116|125.3224794
01/08/2012|01/07/2012|100|GS Universe|94.98690068|123.98565832
01/08/2012|01/07/2012|101|GS Major Sector|91.04057745|117.21197738
01/09/2012|01/08/2012|13|Retail|96.58586341|127.02713672
01/09/2012|01/08/2012|31|Health Care - Senior Housing (NNN)|97.66758835|132.62259345
01/09/2012|01/08/2012|32|Health Care - Senior Housing (RIDEA)|97.55882874|127.71917951
01/09/2012|01/08/2012|100|GS Universe|96.30375048|126.20533173
01/09/2012|01/08/2012|101|GS Major Sector|92.16658562|119.10361955
01/09/2012|01/08/2012|1|Apartment|103.39649431|134.21654396
01/09/2012|01/08/2012|4|Health Care|102.94393876|139.15234972
01/09/2012|01/08/2012|5|Lodging|86.89411564|116.36087011
01/09/2012|01/08/2012|6|Industrial|86.26846946|113.10172343
01/09/2012|01/08/2012|7|Mall|101.85529254|131.57036967
01/09/2012|01/08/2012|8|Manufactured Home Park|106.66482799|142.63502479
01/09/2012|01/08/2012|9|Office|82.05562859|100.68626417
01/09/2012|01/08/2012|10|Self-Storage|103.04229041|144.73615841
01/09/2012|01/08/2012|11|Strip Center|90.49052427|120.32499492
01/09/2012|01/08/2012|12|Student Housing|119.35362389|156.9080681
01/09/2012|01/08/2012|18|Lab Space|109.02997481|142.93692284
01/09/2012|01/08/2012|23|Health Care - Medical Office|105.92170902|140.84127274
01/09/2012|01/08/2012|25|Health Care - Skilled Nursing|105.38694515|160.18513349
01/10/2012|01/09/2012|1|Apartment|103.39649431|134.73007822
01/10/2012|01/09/2012|4|Health Care|103.25934915|140.24416508
01/10/2012|01/09/2012|5|Lodging|87.12992495|117.18755347
01/10/2012|01/09/2012|6|Industrial|86.26846946|113.58999282
01/10/2012|01/09/2012|7|Mall|104.19738271|135.08433568
01/10/2012|01/09/2012|8|Manufactured Home Park|106.66482799|143.32842571
01/10/2012|01/09/2012|9|Office|82.15882601|101.10642468
01/10/2012|01/09/2012|10|Self-Storage|103.04229041|145.45470105
01/10/2012|01/09/2012|11|Strip Center|91.82383126|122.60721287
01/10/2012|01/09/2012|12|Student Housing|119.36995724|157.58050617
01/10/2012|01/09/2012|13|Retail|98.40788363|129.92811877
01/10/2012|01/09/2012|18|Lab Space|112.37054914|147.95841446
01/10/2012|01/09/2012|23|Health Care - Medical Office|105.92170902|141.44970472
01/10/2012|01/09/2012|25|Health Care - Skilled Nursing|105.38694515|161.25003091
01/10/2012|01/09/2012|31|Health Care - Senior Housing (NNN)|97.66758835|133.27679031
01/10/2012|01/09/2012|32|Health Care - Senior Housing (RIDEA)|97.55882874|128.25732072
01/10/2012|01/09/2012|100|GS Universe|96.77609283|127.33321729
01/10/2012|01/09/2012|101|GS Major Sector|92.63022745|120.15035307
01/11/2012|01/10/2012|1|Apartment|103.39649431|135.24557734
01/11/2012|01/10/2012|4|Health Care|103.25934915|140.91280586
01/11/2012|01/10/2012|5|Lodging|87.12992495|117.69787542
01/11/2012|01/10/2012|6|Industrial|86.26846946|114.08037011
01/11/2012|01/10/2012|7|Mall|104.17411987|135.54330613
01/11/2012|01/10/2012|8|Manufactured Home Park|106.66482799|144.0251975
01/11/2012|01/10/2012|9|Office|81.96331254|101.16017695
01/11/2012|01/10/2012|10|Self-Storage|103.04229041|146.17681089
01/11/2012|01/10/2012|11|Strip Center|91.82383126|123.11791117
01/11/2012|01/10/2012|12|Student Housing|119.67376098|158.63521481
01/11/2012|01/10/2012|13|Retail|98.39689848|130.41944058
01/11/2012|01/10/2012|18|Lab Space|112.37054914|148.60142068
01/11/2012|01/10/2012|23|Health Care - Medical Office|105.92170902|142.06076512
01/11/2012|01/10/2012|25|Health Care - Skilled Nursing|105.38694515|162.32200767
01/11/2012|01/10/2012|31|Health Care - Senior Housing (NNN)|97.66758835|133.93421417
01/11/2012|01/10/2012|32|Health Care - Senior Housing (RIDEA)|97.55882874|128.79772938
01/11/2012|01/10/2012|100|GS Universe|96.73787677|127.79346851
01/11/2012|01/10/2012|101|GS Major Sector|92.57253433|120.5245125
01/12/2012|01/11/2012|13|Retail|99.33399333|132.16931673
01/12/2012|01/11/2012|31|Health Care - Senior Housing (NNN)|98.31568611|135.48363501
01/12/2012|01/11/2012|32|Health Care - Senior Housing (RIDEA)|103.83185073|137.62209493
01/12/2012|01/11/2012|100|GS Universe|98.07949504|130.07822395
01/12/2012|01/11/2012|101|GS Major Sector|93.78024891|122.54749026
01/12/2012|01/11/2012|1|Apartment|105.2454677|138.18155902
01/12/2012|01/11/2012|4|Health Care|105.41886464|144.53161596
01/12/2012|01/11/2012|5|Lodging|87.02121616|118.06282819
01/12/2012|01/11/2012|6|Industrial|87.3975061|116.06588867
01/12/2012|01/11/2012|7|Mall|105.13752871|137.2877607
01/12/2012|01/11/2012|8|Manufactured Home Park|107.18653396|145.429795
01/12/2012|01/11/2012|9|Office|82.92155502|102.63800107
01/12/2012|01/11/2012|10|Self-Storage|106.12909278|151.28147398
01/12/2012|01/11/2012|11|Strip Center|92.72362954|124.83719131
01/12/2012|01/11/2012|12|Student Housing|122.4015128|162.9072176
01/12/2012|01/11/2012|18|Lab Space|113.6968945|151.00121117
01/12/2012|01/11/2012|23|Health Care - Medical Office|106.48189935|143.42578499
01/12/2012|01/11/2012|25|Health Care - Skilled Nursing|105.90997334|164.20670387
01/01/2013|01/12/2012|13|Retail|99.33399333|132.68368742
01/01/2013|01/12/2012|31|Health Care - Senior Housing (NNN)|98.31568611|136.15064652
01/01/2013|01/12/2012|32|Health Care - Senior Housing (RIDEA)|103.83185073|138.17239194
01/01/2013|01/12/2012|100|GS Universe|98.08816271|130.60857397
01/01/2013|01/12/2012|101|GS Major Sector|93.79149654|123.0182917
01/01/2013|01/12/2012|1|Apartment|105.2454677|138.71026407
01/01/2013|01/12/2012|4|Health Care|105.41886464|145.21246992
01/01/2013|01/12/2012|5|Lodging|87.02121616|118.58019441
01/01/2013|01/12/2012|6|Industrial|87.3975061|116.56266458
01/01/2013|01/12/2012|7|Mall|105.13752871|137.78449407
01/01/2013|01/12/2012|8|Manufactured Home Park|107.18653396|146.13736356
01/01/2013|01/12/2012|9|Office|82.96133615|102.98380013
01/01/2013|01/12/2012|10|Self-Storage|106.12909278|152.02170458
01/01/2013|01/12/2012|11|Strip Center|92.72362954|125.35717818
01/01/2013|01/12/2012|12|Student Housing|122.4015128|163.57097105
01/01/2013|01/12/2012|18|Lab Space|113.6968945|151.65548238
01/01/2013|01/12/2012|23|Health Care - Medical Office|106.48189935|144.04538202
01/01/2013|01/12/2012|25|Health Care - Skilled Nursing|105.90997334|165.29833635
01/02/2013|01/01/2013|1|Apartment|105.2454677|139.24099203
01/02/2013|01/01/2013|4|Health Care|105.41886464|145.89653122
01/02/2013|01/01/2013|5|Lodging|87.02121616|119.09537685
01/02/2013|01/01/2013|6|Industrial|87.39425554|117.05723144
01/02/2013|01/01/2013|7|Mall|105.12560231|138.26739495
01/02/2013|01/01/2013|8|Manufactured Home Park|107.18653396|146.8483747
01/02/2013|01/01/2013|9|Office|83.04528843|103.38543707
01/02/2013|01/01/2013|10|Self-Storage|106.12909278|152.76555719
01/02/2013|01/01/2013|11|Strip Center|92.72362954|125.87933097
01/02/2013|01/01/2013|12|Student Housing|122.4015128|164.23742892
01/02/2013|01/01/2013|13|Retail|99.32835929|133.19253435
01/02/2013|01/01/2013|18|Lab Space|113.6968945|152.31258846
01/02/2013|01/01/2013|23|Health Care - Medical Office|106.48189935|144.6676557
01/02/2013|01/01/2013|25|Health Care - Skilled Nursing|105.90997334|166.39722592
01/02/2013|01/01/2013|31|Health Care - Senior Housing (NNN)|98.31568611|136.82094185
01/02/2013|01/01/2013|32|Health Care - Senior Housing (RIDEA)|103.83185073|138.72488938
01/02/2013|01/01/2013|100|GS Universe|98.10489215|131.15140126
01/02/2013|01/01/2013|101|GS Major Sector|93.81302248|123.5043409
01/03/2013|01/02/2013|1|Apartment|106.81851828|141.82363941
01/03/2013|01/02/2013|4|Health Care|106.14534675|147.58924431
01/03/2013|01/02/2013|5|Lodging|87.02121616|119.61222161
01/03/2013|01/02/2013|6|Industrial|87.80853486|118.1131763
01/03/2013|01/02/2013|7|Mall|106.36474658|140.3975293
01/03/2013|01/02/2013|8|Manufactured Home Park|109.70151104|151.00843
01/03/2013|01/02/2013|9|Office|83.36020362|104.07572611
01/03/2013|01/02/2013|10|Self-Storage|108.21137807|156.5103565
01/03/2013|01/02/2013|11|Strip Center|93.63249896|127.63751758
01/03/2013|01/02/2013|12|Student Housing|124.54550963|167.78340104
01/03/2013|01/02/2013|13|Retail|100.4005688|135.14867604
01/03/2013|01/02/2013|18|Lab Space|114.88765177|154.56772444
01/03/2013|01/02/2013|23|Health Care - Medical Office|107.04505238|146.05772441
01/03/2013|01/02/2013|25|Health Care - Skilled Nursing|106.43559729|168.32923886
01/03/2013|01/02/2013|31|Health Care - Senior Housing (NNN)|98.68685189|138.01106971
01/03/2013|01/02/2013|32|Health Care - Senior Housing (RIDEA)|104.97731242|140.80999393
01/03/2013|01/02/2013|100|GS Universe|98.99070273|132.85353981
01/03/2013|01/02/2013|101|GS Major Sector|94.61684828|125.01517623
01/04/2013|01/03/2013|1|Apartment|106.80482003|142.31602432
01/04/2013|01/03/2013|4|Health Care|106.45425852|148.71475398
01/04/2013|01/03/2013|5|Lodging|88.65306732|122.37431804
01/04/2013|01/03/2013|6|Industrial|88.98716469|120.20414954
01/04/2013|01/03/2013|7|Mall|111.39719883|147.54627324
01/04/2013|01/03/2013|8|Manufactured Home Park|109.70151104|151.72925931
01/04/2013|01/03/2013|9|Office|84.56211802|105.87631115
01/04/2013|01/03/2013|10|Self-Storage|109.65375932|159.36234491
01/04/2013|01/03/2013|11|Strip Center|93.62962786|128.16525489
01/04/2013|01/03/2013|12|Student Housing|124.95941226|169.01820036
01/04/2013|01/03/2013|13|Retail|102.77416356|138.86881447
01/04/2013|01/03/2013|18|Lab Space|118.23119433|159.73475376
01/04/2013|01/03/2013|23|Health Care - Medical Office|107.04505238|146.68869138
01/04/2013|01/03/2013|25|Health Care - Skilled Nursing|106.43559729|169.44827761
01/04/2013|01/03/2013|31|Health Care - Senior Housing (NNN)|98.68685189|138.69146429
01/04/2013|01/03/2013|32|Health Care - Senior Housing (RIDEA)|104.97731242|141.37542336
01/04/2013|01/03/2013|100|GS Universe|100.15431305|134.93922939
01/04/2013|01/03/2013|101|GS Major Sector|95.83158808|127.07798698
01/05/2013|01/04/2013|1|Apartment|106.80372092|142.82697806
01/05/2013|01/04/2013|4|Health Care|106.45425852|149.41405179
01/05/2013|01/04/2013|5|Lodging|88.65306732|122.88516753
01/05/2013|01/04/2013|6|Industrial|91.50322599|124.11017882
01/05/2013|01/04/2013|7|Mall|111.39715486|148.05068177
01/05/2013|01/04/2013|8|Manufactured Home Park|109.70151104|152.45352945
01/05/2013|01/04/2013|9|Office|84.86676188|106.56026244
01/05/2013|01/04/2013|10|Self-Storage|109.65375932|160.13098526
01/05/2013|01/04/2013|11|Strip Center|94.32366492|129.64913935
01/05/2013|01/04/2013|12|Student Housing|124.95941226|169.69789538
01/05/2013|01/04/2013|13|Retail|103.1550541|139.91009075
01/05/2013|01/04/2013|18|Lab Space|118.23119433|160.40437157
01/05/2013|01/04/2013|23|Health Care - Medical Office|107.04505238|147.32238411
01/05/2013|01/04/2013|25|Health Care - Skilled Nursing|106.43559729|170.57475564
01/05/2013|01/04/2013|31|Health Care - Senior Housing (NNN)|98.68685189|139.37521321
01/05/2013|01/04/2013|32|Health Care - Senior Housing (RIDEA)|104.97731242|141.9431233
01/05/2013|01/04/2013|100|GS Universe|100.59684473|136.06101992
01/05/2013|01/04/2013|101|GS Major Sector|96.6838384|128.66784122
01/06/2013|01/05/2013|13|Retail|106.59084559|145.09828505
01/06/2013|01/05/2013|31|Health Care - Senior Housing (NNN)|98.91959704|140.39103845
01/06/2013|01/05/2013|32|Health Care - Senior Housing (RIDEA)|105.88761968|143.74395793
01/06/2013|01/05/2013|100|GS Universe|103.32273716|140.27559834
01/06/2013|01/05/2013|101|GS Major Sector|99.20862507|132.48915313
01/06/2013|01/05/2013|1|Apartment|108.24619522|145.27024922
01/06/2013|01/05/2013|4|Health Care|108.86722474|153.50336063
01/06/2013|01/05/2013|5|Lodging|90.75878485|126.31695945
01/06/2013|01/05/2013|6|Industrial|93.4873199|127.3125275
01/06/2013|01/05/2013|7|Mall|112.5359182|150.07032909
01/06/2013|01/05/2013|8|Manufactured Home Park|110.57317012|154.39261212
01/06/2013|01/05/2013|9|Office|87.91849865|110.69531801
01/06/2013|01/05/2013|10|Self-Storage|116.64813062|171.11744301
01/06/2013|01/05/2013|11|Strip Center|99.642724|137.49590672
01/06/2013|01/05/2013|12|Student Housing|125.08183721|170.54657977
01/06/2013|01/05/2013|18|Lab Space|120.05947024|163.55722008
01/06/2013|01/05/2013|23|Health Care - Medical Office|112.20391781|155.05878153
01/06/2013|01/05/2013|25|Health Care - Skilled Nursing|109.29003425|176.28327169
01/07/2013|01/06/2013|1|Apartment|108.24619522|145.78980369
01/07/2013|01/06/2013|4|Health Care|108.86722474|154.2129974
01/07/2013|01/06/2013|5|Lodging|90.75878485|126.83501172
01/07/2013|01/06/2013|6|Industrial|93.4873199|127.82400181
01/07/2013|01/06/2013|7|Mall|112.5359182|150.58378202
01/07/2013|01/06/2013|8|Manufactured Home Park|110.57317012|155.12896668
01/07/2013|01/06/2013|9|Office|87.91849865|110.9995818
01/07/2013|01/06/2013|10|Self-Storage|116.64813062|171.911302
01/07/2013|01/06/2013|11|Strip Center|99.642724|138.03610045
01/07/2013|01/06/2013|12|Student Housing|125.94828625|172.41172835
01/07/2013|01/06/2013|13|Retail|106.59084559|145.63153678
01/07/2013|01/06/2013|18|Lab Space|120.05947024|164.24155003
01/07/2013|01/06/2013|23|Health Care - Medical Office|112.20391781|155.6977763
01/07/2013|01/06/2013|25|Health Care - Skilled Nursing|109.29003425|177.42711753
01/07/2013|01/06/2013|31|Health Care - Senior Housing (NNN)|98.91959704|141.08526867
01/07/2013|01/06/2013|32|Health Care - Senior Housing (RIDEA)|105.88761968|144.32235099
01/07/2013|01/06/2013|100|GS Universe|103.34157196|140.83373141
01/07/2013|01/06/2013|101|GS Major Sector|99.20862507|132.95345162
01/08/2013|01/07/2013|1|Apartment|105.43296948|142.52176078
01/08/2013|01/07/2013|4|Health Care|108.86722474|154.92591477
01/08/2013|01/07/2013|5|Lodging|90.75878485|127.35518864
01/08/2013|01/07/2013|6|Industrial|93.88055|128.87518937
01/08/2013|01/07/2013|7|Mall|112.5358787|151.09875416
01/08/2013|01/07/2013|8|Manufactured Home Park|108.94562192|153.58545948
01/08/2013|01/07/2013|9|Office|86.9878613|110.12972603
01/08/2013|01/07/2013|10|Self-Storage|116.64813062|172.70884392
01/08/2013|01/07/2013|11|Strip Center|99.64283985|138.57857697
01/08/2013|01/07/2013|12|Student Housing|123.54166295|169.8032713
01/08/2013|01/07/2013|13|Retail|106.59088884|146.16671806
01/08/2013|01/07/2013|18|Lab Space|120.05947024|164.92874324
01/08/2013|01/07/2013|23|Health Care - Medical Office|112.20391781|156.33940435
01/08/2013|01/07/2013|25|Health Care - Skilled Nursing|109.29003425|178.57838542
01/08/2013|01/07/2013|31|Health Care - Senior Housing (NNN)|98.91959704|141.78293185
01/08/2013|01/07/2013|32|Health Care - Senior Housing (RIDEA)|105.88761968|144.90307137
01/08/2013|01/07/2013|100|GS Universe|102.66976889|140.45267249
01/08/2013|01/07/2013|101|GS Major Sector|98.40583572|132.34339185
01/09/2013|01/08/2013|13|Retail|107.86712422|148.45389195
01/09/2013|01/08/2013|31|Health Care - Senior Housing (NNN)|99.94296383|143.95085181
01/09/2013|01/08/2013|32|Health Care - Senior Housing (RIDEA)|106.36460767|146.13886788
01/09/2013|01/08/2013|100|GS Universe|103.38556429|141.96887529
01/09/2013|01/08/2013|101|GS Major Sector|98.82694183|133.37821941
01/09/2013|01/08/2013|1|Apartment|106.44655445|144.4163089
01/09/2013|01/08/2013|4|Health Care|109.46852828|156.49782625
01/09/2013|01/08/2013|5|Lodging|92.79835988|130.73981844
01/09/2013|01/08/2013|6|Industrial|93.80988384|129.29661359
01/09/2013|01/08/2013|7|Mall|113.79478689|153.30584104
01/09/2013|01/08/2013|8|Manufactured Home Park|109.58107422|155.2256886
